userName,content,score,at,appVersion,content_clean
Zhivara Latisya,game kontol,1,2025-10-07 21:56:35,,game kontol
Parid d,👍🏻👍🏻👍🏻👍🏻,5,2025-10-07 21:56:19,2.1.18.11201,👍🏻👍🏻👍🏻👍🏻
Elvinita Jambak,parah banget ngebug nya padahal jaringan ok. plus tia main ga bisa di sentuh apapun jadi kena afk mulu perbaiki dong,3,2025-10-07 21:56:03,,parah banget ngebug nya padahal jaringan ok. plus tia main ga bisa di sentuh apapun jadi kena afk mulu perbaiki dong
Frendy Frendy,"bisa gak klok orang bot tuh musuhnya jugak bot ,masak bot musuhnya GG tololtolong ituh lobi nya bnerin lagi .bikin orang mles maen ini geme",1,2025-10-07 21:55:15,2.1.18.11201,"bisa gak klok orang bot tuh musuhnya jugak bot ,masak bot musuhnya gg tololtolong ituh lobi nya bnerin lagi .bikin orang mles maen ini geme"
iman fauzi,ngotak dikit lah kasih tim Ama kasih lawan yang ga seimbang kalo kayak gini Mulu player pasti pada pindah game ke game sebelah tolong aja ini di perbaiki Napa kasih lawan yang ga ngotak apalah kita itu main buat senang senang malah di kasih tim yang ga seimbang sama lawan alhasil jadi lose streak.kecewa berat Ama ini game,1,2025-10-07 21:54:14,2.1.18.11201,ngotak dikit lah kasih tim ama kasih lawan yang ga seimbang kalo kayak gini mulu player pasti pada pindah game ke game sebelah tolong aja ini di perbaiki napa kasih lawan yang ga ngotak apalah kita itu main buat senang senang malah di kasih tim yang ga seimbang sama lawan alhasil jadi lose streak.kecewa berat ama ini game
haris haris,game nya grafiknya bagus banget tapi cara moonton ngasi match nya ke aku di curangi keye nya,2,2025-10-07 21:53:16,1.9.93.10904,game nya grafiknya bagus banget tapi cara moonton ngasi match nya ke aku di curangi keye nya
MAS • I Z I N,ML ASUUUUU CELENG LOL,1,2025-10-07 21:52:43,2.1.18.11201,ml asuuuuu celeng lol
Trly Ly,"game sampah, setiap mau naik rank di kasih team ampas, sistem apaan kyk gitu",1,2025-10-07 21:52:33,,"game sampah, setiap mau naik rank di kasih team ampas, sistem apaan kyk gitu"
Poso_Youtuber 020,hapus saja in game dari play store dari beberapa hari tim selalu tidak baik,1,2025-10-07 21:52:18,1.8.93.9702,hapus saja in game dari play store dari beberapa hari tim selalu tidak baik
Eko iswahyudi Yudi,main game aja banyak satu team aja banyak yang ngadu sama admin. parah banyak aturan,1,2025-10-07 21:50:55,2.1.18.11201,main game aja banyak satu team aja banyak yang ngadu sama admin. parah banyak aturan
Arsy Salam,game tolol banyak bener dark system tolol,1,2025-10-07 21:50:27,,game tolol banyak bener dark system tolol
Irfan Mhd,"game scam, tidak recommended, main solo selalu dikasih tim yg gabisa main atau main nya nyeleneh tpi di kasih musuhnya jago"". harus sepadan lah, apalah daya saya yg ga punya party ini. gimana mau ngembangin skill kalo tim di kasih yg rata"" gabisa main",1,2025-10-07 21:50:20,2.1.18.11201,"game scam, tidak recommended, main solo selalu dikasih tim yg gabisa main atau main nya nyeleneh tpi di kasih musuhnya jago"". harus sepadan lah, apalah daya saya yg ga punya party ini. gimana mau ngembangin skill kalo tim di kasih yg rata"" gabisa main"
Wan Setyawan,SELALU NGELAG WALAU DI JARINGAN TERBAIK,1,2025-10-07 21:49:36,,selalu ngelag walau di jaringan terbaik
M Fadil,MOONTON TOLONG PERBAIKI JARINGAN YANG SUDAH TERLALU NGELAG SETIAP MAIN,2,2025-10-07 21:49:28,2.1.18.11201,moonton tolong perbaiki jaringan yang sudah terlalu ngelag setiap main
Hizzam abdan Halim,game taek,1,2025-10-07 21:49:21,,game taek
Ariyanto Napu,mantapppppp👌🏼👌🏼,5,2025-10-07 21:49:20,,mantapppppp👌🏼👌🏼
Cahyadi 9,SAAT SELESAI DRAFT PICK SELALU PATAH PATAH JADI TIDAK SEMPAT GANTI BUILD KE BUILD REKOMENDASI SEBELUM UPDATE GA GINI MAIN LANCAR LANCAR SAJA TAPI SEKARANG KENAPA JADI GINI SANGAT MENGGANGU SEKALI INI ERROR/LAG SAAT SELESAI DRAFT PICK PADAHAL SINYAL SAYA BAGUS BINTANG SATU UNTUK UPDATE SEKARANG KALO SUDAH DI FIKS BARU KASIH BINTANG 5 LAGI 💔💔,1,2025-10-07 21:47:38,2.1.18.11201,saat selesai draft pick selalu patah patah jadi tidak sempat ganti build ke build rekomendasi sebelum update ga gini main lancar lancar saja tapi sekarang kenapa jadi gini sangat menggangu sekali ini error/lag saat selesai draft pick padahal sinyal saya bagus bintang satu untuk update sekarang kalo sudah di fiks baru kasih bintang 5 lagi 💔💔
THEWARRIORS 1979,tolol ni ge udah di updet masi aja ada ke salahan jaringan leg padahal hijau sinyal nya tapi ko ngeleg benerin lah jangan diem tangung jawab,1,2025-10-07 21:47:10,,tolol ni ge udah di updet masi aja ada ke salahan jaringan leg padahal hijau sinyal nya tapi ko ngeleg benerin lah jangan diem tangung jawab
SumiAsih,cool,5,2025-10-07 21:46:44,2.1.18.11201,cool
Popoy Ragil,the besttt,5,2025-10-07 21:46:34,2.1.18.11201,the besttt
kris tiyanto,game kontol,1,2025-10-07 21:46:19,2.1.18.11201,game kontol
Akhmad Bukhori,"jaringan benerin lah, setiap maen ngelag mulu, ping jumping kaga jelas",1,2025-10-07 21:45:01,2.1.18.11201,"jaringan benerin lah, setiap maen ngelag mulu, ping jumping kaga jelas"
Aping Aping,game apaan bro??? lu emang gak puas permainin kita gua menang kala mulu ajing kalo legend musu legend lol jan mityik gaem lol,1,2025-10-07 21:45:00,2.1.18.11201,game apaan bro??? lu emang gak puas permainin kita gua menang kala mulu ajing kalo legend musu legend lol jan mityik gaem lol
Rosela 12,apaan sih jaringannya lag mulu di lobby aman di game malah ga nyaman,1,2025-10-07 21:44:21,2.1.18.11201,apaan sih jaringannya lag mulu di lobby aman di game malah ga nyaman
Dimas Muhamad,woy kok sinyal ku jadi ngeleg setiap main padahal aku make wifi lohh make data juga jaringan ku bagus kok pas di in game ngelag banget apalagi pas war ngelag nya sampe gk bisa gerak,1,2025-10-07 21:43:54,2.1.18.11201,woy kok sinyal ku jadi ngeleg setiap main padahal aku make wifi lohh make data juga jaringan ku bagus kok pas di in game ngelag banget apalagi pas war ngelag nya sampe gk bisa gerak
Firli Aliansyah,"Min tolong lah, 3 hari gak pernah menang, harus sujud dulu apa di kantor monton, atau harus jilat dulu kaki karyawanmu biar bisa WS, tolong Min frustasi aku main ml ni gak pernah WS, kawan aku aja udah pindah FF gara gara LS mulu, ah, percuma ngomong gini, gak bakal di notice",5,2025-10-07 21:42:51,2.1.18.11201,"min tolong lah, 3 hari gak pernah menang, harus sujud dulu apa di kantor monton, atau harus jilat dulu kaki karyawanmu biar bisa ws, tolong min frustasi aku main ml ni gak pernah ws, kawan aku aja udah pindah ff gara gara ls mulu, ah, percuma ngomong gini, gak bakal di notice"
Adi Tegar,yeah,5,2025-10-07 21:42:17,,yeah
Anak sukses,"Kacau ini game, tidak stabil jaringan.",2,2025-10-07 21:41:56,2.1.18.11201,"kacau ini game, tidak stabil jaringan."
Dika Raditya,"update patch nalah tambah busuk SUPER BUSUK, setelah drafting TIBA TIBA LAG PADAHAL JARINGAN AMAN, TAPI NOTIF JARINGAN TERPUTUS, SAMPE MASUK DI MENIT KE 5, update patch bukan makin baik tapi MAKIN BUSUK",5,2025-10-07 21:41:17,,"update patch nalah tambah busuk super busuk, setelah drafting tiba tiba lag padahal jaringan aman, tapi notif jaringan terputus, sampe masuk di menit ke 5, update patch bukan makin baik tapi makin busuk"
Ajun Pm,di kasih dark sistem semua anjng,1,2025-10-07 21:40:44,1.9.93.10904,di kasih dark sistem semua anjng
Wayan Rehan,"pemilihan tim dan lawannya terlalu tidak adil ,di tim selalu tidak ada yg ngerti main dan sebaliknya di tim lawan Semuanya bisa main, terlalu tidak adil game bab*",1,2025-10-07 21:40:32,2.1.18.11201,"pemilihan tim dan lawannya terlalu tidak adil ,di tim selalu tidak ada yg ngerti main dan sebaliknya di tim lawan semuanya bisa main, terlalu tidak adil game bab*"
m dimas,penarngetan bebas kok tetep terkunci ke musuh gw hapus ml,1,2025-10-07 21:39:59,,penarngetan bebas kok tetep terkunci ke musuh gw hapus ml
Hafain Hardiansyah,gamenya seru aku suka semoga makin bagus ya,5,2025-10-07 21:38:57,2.1.18.11201,gamenya seru aku suka semoga makin bagus ya
Arief Rahmatillah,"game bagus sekali,cocok untuk orang yang memiliki sifat mudah marah karena game ini dapat membantu menenangkan diri dan hati untuk MOONTON tolong perbaiki untuk pembagian tim , kasih yang seimbang ya biar sama sama senang",5,2025-10-07 21:38:48,1.6.10.6671,"game bagus sekali,cocok untuk orang yang memiliki sifat mudah marah karena game ini dapat membantu menenangkan diri dan hati untuk moonton tolong perbaiki untuk pembagian tim , kasih yang seimbang ya biar sama sama senang"
Intan Permata,"sangat sangat buruk, tiap buka ping selalu merah,ngelag parah padahal buka aplikasi lain lancar",1,2025-10-07 21:38:36,2.1.18.11201,"sangat sangat buruk, tiap buka ping selalu merah,ngelag parah padahal buka aplikasi lain lancar"
Apaan Tuh,game burik kalah nurun satu bintang naik bintang satu GK ada pelindung taiii ini game,1,2025-10-07 21:38:15,2.1.18.11201,game burik kalah nurun satu bintang naik bintang satu gk ada pelindung taiii ini game
Dafa Manihuruk,moonton kontoooollll bujaaanggg anjingg kasih tim yg bagus lah cepek lose terus ngentooottt anjiinggg,1,2025-10-07 21:38:09,2.1.18.11201,moonton kontoooollll bujaaanggg anjingg kasih tim yg bagus lah cepek lose terus ngentooottt anjiinggg
Jiro8 Kamoda,Saya kecewa dengan match making yg tidak seimbang...chat saja dalam game di anggap kasar...semua di batasi...dapat teman yg tidak seimbang di anggap salah juga chat berlebihan di kurangi credit score...apa maunya ML?,5,2025-10-07 21:38:01,1.9.99.10932,saya kecewa dengan match making yg tidak seimbang...chat saja dalam game di anggap kasar...semua di batasi...dapat teman yg tidak seimbang di anggap salah juga chat berlebihan di kurangi credit score...apa maunya ml?
Ozzy Rukmana P,mith please,5,2025-10-07 21:37:45,2.1.18.11201,mith please
fajar mirzam,game jelek ashu gw dari pagi sampe sore maen bukanya dapet bintang naik malah lose 14× game gajelas mas monnton kalo kasi tim yg seimbang ashu bukanya daak sistem yg dikasi sedang kan tim musuh setara kaya Kairi ashu2 gw uninstall juga ni game kwuonthol,1,2025-10-07 21:35:58,,game jelek ashu gw dari pagi sampe sore maen bukanya dapet bintang naik malah lose 14× game gajelas mas monnton kalo kasi tim yg seimbang ashu bukanya daak sistem yg dikasi sedang kan tim musuh setara kaya kairi ashu2 gw uninstall juga ni game kwuonthol
Ridho Ridho,"game apaan sih, masa ganti PP aja keluar ke lobby sendiri, padahal sinyal+perangkat tdk ada kendala game kocak bintang 1 no recommend",1,2025-10-07 21:35:27,,"game apaan sih, masa ganti pp aja keluar ke lobby sendiri, padahal sinyal+perangkat tdk ada kendala game kocak bintang 1 no recommend"
5_Erwin Napirah,plis moonton kalo kasi matchmaking yang bener lah masa tiap main ketemu tim tolol mulu dah. plis lah season ini ketemu tim tolol mulu sumpah 😭,4,2025-10-07 21:35:03,1.5.10.5532,plis moonton kalo kasi matchmaking yang bener lah masa tiap main ketemu tim tolol mulu dah. plis lah season ini ketemu tim tolol mulu sumpah 😭
Khaeril Anwar,game parah ngelag jaringan tidak stabil mainnya bikin emosi,1,2025-10-07 21:34:50,2.1.18.11201,game parah ngelag jaringan tidak stabil mainnya bikin emosi
Ridwan Hdyt,"jaringan bagus tapi di in game selalu lag patah patah, rusak rusakkk game rusakk, mending uninstal pindah game sebelah",1,2025-10-07 21:34:43,2.1.18.11201,"jaringan bagus tapi di in game selalu lag patah patah, rusak rusakkk game rusakk, mending uninstal pindah game sebelah"
khosyi Shayful,game rusak lag banget sialan,1,2025-10-07 21:34:35,1.8.58.9312,game rusak lag banget sialan
Sandi Lia,"Setiap main pasti sinyal langsung merah tolong d perbaiki,,,tolong perbaiki jaringannya montoon parah",1,2025-10-07 21:33:59,2.1.18.11201,"setiap main pasti sinyal langsung merah tolong d perbaiki,,,tolong perbaiki jaringannya montoon parah"
Arman Maulana,moonton GK adill Cok Gw Mitikk Main Solo Malah di Kasih Musuh Glory Rata sedangkan Tim Gw Campur Legend .Emang Biadab sistemnya,1,2025-10-07 21:33:55,2.1.18.11201,moonton gk adill cok gw mitikk main solo malah di kasih musuh glory rata sedangkan tim gw campur legend .emang biadab sistemnya
Ojie Prabowo,update makin tolol jaringan bapuk,1,2025-10-07 21:33:11,2.1.18.11201,update makin tolol jaringan bapuk
Ris Kyi,banyak dark sistem nya aja yg ku malasin,4,2025-10-07 21:33:05,,banyak dark sistem nya aja yg ku malasin
Aan Manik,"sinyal bagus tapi ping merah, tolong lah diperbaiki sistem jaringan nya montoon!!!",3,2025-10-07 21:32:57,,"sinyal bagus tapi ping merah, tolong lah diperbaiki sistem jaringan nya montoon!!!"
Ferri Irawan,matchmaking tidak adil,1,2025-10-07 21:32:18,1.9.64.10601,matchmaking tidak adil
Airul Ale,makin hari makin lag parah.. pdhl jaringan bagus..,2,2025-10-07 21:32:00,1.9.70.10634,makin hari makin lag parah.. pdhl jaringan bagus..
Fitri Fitri,"padahal kuota banyak wifi jga jaringan oke tapi stak Mulu ,jadinya afk kesel bgt padahal dlu ga bgtu jadi mls",1,2025-10-07 21:31:15,2.1.18.11201,"padahal kuota banyak wifi jga jaringan oke tapi stak mulu ,jadinya afk kesel bgt padahal dlu ga bgtu jadi mls"
Urwah Arrifa,"sama kayak keluhan orang orang!!!! jaringan kagak bener, dapat tim gak adil, montooon perbaiki jaringannya!!!! jelek banget Sumpahhhhhh!!!!!!! dengerin keluhan player mu montooon, tuh jaringan di perbaiki!!!! tolong banget!!!!!",1,2025-10-07 21:31:01,1.9.99.10932,"sama kayak keluhan orang orang!!!! jaringan kagak bener, dapat tim gak adil, montooon perbaiki jaringannya!!!! jelek banget sumpahhhhhh!!!!!!! dengerin keluhan player mu montooon, tuh jaringan di perbaiki!!!! tolong banget!!!!!"
andri suseno,"ping selalu buruk loh, aneh banget.",1,2025-10-07 21:30:52,2.1.18.11201,"ping selalu buruk loh, aneh banget."
Diko,burik,1,2025-10-07 21:30:38,,burik
Gaming Jr,montong kurang ngiclik udah licik lagi jaringan gue di bikin leg,1,2025-10-07 21:30:31,2.1.18.11201,montong kurang ngiclik udah licik lagi jaringan gue di bikin leg
Ysuisekai121 Ii,sinyal bagus tapi sering berhenti pas main suka berhenti tolong perbaiki bug ini muntun,1,2025-10-07 21:30:25,2.1.18.11201,sinyal bagus tapi sering berhenti pas main suka berhenti tolong perbaiki bug ini muntun
Wahyu Gusviant,game taik,1,2025-10-07 21:30:20,2.1.18.11201,game taik
Dani mamelo,aneh main solo di temuin party makin lama makin aneh ini game,1,2025-10-07 21:30:04,2.1.18.11201,aneh main solo di temuin party makin lama makin aneh ini game
Derajad Triandoyo,"woiii moonton, ini kenapa setelah update ping jadi gak stabil gini, main jadi gak bener gara gara ping gak stabil, benerin lahh moonton taiii",2,2025-10-07 21:29:31,2.1.18.11201,"woiii moonton, ini kenapa setelah update ping jadi gak stabil gini, main jadi gak bener gara gara ping gak stabil, benerin lahh moonton taiii"
Setiawan Vii,"perbaikin lah, freze di in game. padahal sinyal aman ko bisa freze berkali-kali. mengganggu pengalaman bermain",2,2025-10-07 21:29:24,,"perbaikin lah, freze di in game. padahal sinyal aman ko bisa freze berkali-kali. mengganggu pengalaman bermain"
lintang gegex,ml asu temen main rank gak naik naik temen ny dikasih yang bot gk adil game ini,1,2025-10-07 21:28:25,2.1.18.11201,ml asu temen main rank gak naik naik temen ny dikasih yang bot gk adil game ini
Azam Nasrik,"game apa ini taii,game lain tujuan di buat aja untuk senang-senang ini bikin gila+stresss game gilaaa isi dark sistem semua (saya kasih bintang lima agar dapat terdeteksi oleh sistem) TOLONg",5,2025-10-07 21:28:20,1.9.48.10373,"game apa ini taii,game lain tujuan di buat aja untuk senang-senang ini bikin gila+stresss game gilaaa isi dark sistem semua (saya kasih bintang lima agar dapat terdeteksi oleh sistem) tolong"
Akang Khanza,banyak pelayer toksik dan saya sering di beri tim derak sistem aku malas main ml dan ml sering membuat hati saya hancur karna saya anak yatim mereka para player ml bilang bapak lu main ml Sono padahal bapak gua gak ada,1,2025-10-07 21:27:55,,banyak pelayer toksik dan saya sering di beri tim derak sistem aku malas main ml dan ml sering membuat hati saya hancur karna saya anak yatim mereka para player ml bilang bapak lu main ml sono padahal bapak gua gak ada
Suradi Cerm,"GAME MEMBOSANKAN. SETIAP MAIN LEG LEG LEG DN LEG , SINYAK STBIL, WIFI 5G. PARAH TOTAL MENDING GANTI PINDAH GAME SEBELAH HOK",1,2025-10-07 21:27:49,1.6.10.6671,"game membosankan. setiap main leg leg leg dn leg , sinyak stbil, wifi 5g. parah total mending ganti pindah game sebelah hok"
DZAKY MAULANA,"Kalo tim yg kompak lah jng pilihin tim busuk ke gua monton kurang sekolah, masa sinyal nya merah di anggap afk ini gimana sih monton",1,2025-10-07 21:27:26,2.1.18.11201,"kalo tim yg kompak lah jng pilihin tim busuk ke gua monton kurang sekolah, masa sinyal nya merah di anggap afk ini gimana sih monton"
Bayu Lesmana,"Kalian percumah download ni game, kalian mau main juga ga bakal menang karna menang kalah udah di seting sistem, bakal sering satu tim sama bot",1,2025-10-07 21:27:05,2.1.18.11201,"kalian percumah download ni game, kalian mau main juga ga bakal menang karna menang kalah udah di seting sistem, bakal sering satu tim sama bot"
vazila Army,"ini game kenapa dah makin lama makin jelek,ngeleg ngeleg ga jelas, pas didalam pertandingan malah patah patah terus tiba-tiba afk, nah kalo main di rank patah patah masih mending eh ini main di brawl sama clasic pun patah patah, ni aplikasi makin lama makin berat, makin patah patah, tolong diperbaiki buat game nya sedikit ringan jangan terlalu berat, kasian pengunaan yang mau main dengan ram kecil, kalo terus kayak gini dan ga ada tanggapan atau perubahan dari game ini, mending pindah game",3,2025-10-07 21:27:04,1.9.70.10634,"ini game kenapa dah makin lama makin jelek,ngeleg ngeleg ga jelas, pas didalam pertandingan malah patah patah terus tiba-tiba afk, nah kalo main di rank patah patah masih mending eh ini main di brawl sama clasic pun patah patah, ni aplikasi makin lama makin berat, makin patah patah, tolong diperbaiki buat game nya sedikit ringan jangan terlalu berat, kasian pengunaan yang mau main dengan ram kecil, kalo terus kayak gini dan ga ada tanggapan atau perubahan dari game ini, mending pindah game"
Sobil Geming,woi binatang perbaiki bug sinyal mu itu,1,2025-10-07 21:24:54,1.9.99.10932,woi binatang perbaiki bug sinyal mu itu
Pa gueu Caca,halo mas muntun tolong dong kasih saya tim yang jago saya cape gendong terus setiap main pasti menang kalah menang kalah kalo gak percaya liat akun gua. Sutsujin.kw kalo gak dituruti gua pindah gem makasih,2,2025-10-07 21:24:46,2.1.18.11201,halo mas muntun tolong dong kasih saya tim yang jago saya cape gendong terus setiap main pasti menang kalah menang kalah kalo gak percaya liat akun gua. sutsujin.kw kalo gak dituruti gua pindah gem makasih
Taufik Ardiyan,tiba tiba ngeleg kebanyakan emperor,1,2025-10-07 21:24:09,2.1.18.11201,tiba tiba ngeleg kebanyakan emperor
Sahri,mohon perbaiki lagi gamenya eror bnyk drak sistem,5,2025-10-07 21:23:49,1.9.48.10373,mohon perbaiki lagi gamenya eror bnyk drak sistem
Wayan Sugibawa,"sekalian ban akun gue selamanya monton,dri pada defeet mllu,",1,2025-10-07 21:23:38,2.1.18.11201,"sekalian ban akun gue selamanya monton,dri pada defeet mllu,"
DAUD IBRAHIM,"Lag pada server, bug UI. lag pada server>mode speed on, ngelag ga bisa bergerak, kalau mode speed off, ngelag tapi masih bisa bergerak. Bug UI>Bug saat menemukan pertandingan, draft pick, dan memasuki pertandingan.",1,2025-10-07 21:23:35,1.9.99.10932,"lag pada server, bug ui. lag pada server>mode speed on, ngelag ga bisa bergerak, kalau mode speed off, ngelag tapi masih bisa bergerak. bug ui>bug saat menemukan pertandingan, draft pick, dan memasuki pertandingan."
Apip Lotus,gem ap ni anjing monton,1,2025-10-07 21:22:42,2.1.18.11201,gem ap ni anjing monton
Annisa Mutiara Andini,"Maaf ya aku hapus, soalnya males dapet tim beban terus. Temen lama juga udah pada pensi. Makasih banyak udah nemenin dari 2017, mungkin nanti kapan-kapan aku download lagi.",5,2025-10-07 21:22:29,1.7.20.7851,"maaf ya aku hapus, soalnya males dapet tim beban terus. temen lama juga udah pada pensi. makasih banyak udah nemenin dari 2017, mungkin nanti kapan-kapan aku download lagi."
Palda Gaming,banyak dark sistem,3,2025-10-07 21:21:26,2.1.18.11201,banyak dark sistem
Dandi Subhana,"untuk orng yg baru pertama kali, mending gak usah deh. karena main game itu kan buat kita happy dan tenang, tapi Main gan ini malah bikin stres dan pusing",1,2025-10-07 21:21:21,,"untuk orng yg baru pertama kali, mending gak usah deh. karena main game itu kan buat kita happy dan tenang, tapi main gan ini malah bikin stres dan pusing"
Aku Kamu,game apa ini main ketemu tim ga bisa main dark sistem di mana mana game ga jelas,1,2025-10-07 21:19:37,2.1.18.11201,game apa ini main ketemu tim ga bisa main dark sistem di mana mana game ga jelas
Rifki Mubarak,jaringan nya tolol .. main bikin kalah Mulu ... !!!,1,2025-10-07 21:19:14,1.9.70.10634,jaringan nya tolol .. main bikin kalah mulu ... !!!
Rico firmansyah,game rusak lol,1,2025-10-07 21:19:12,2.1.18.11201,game rusak lol
Lalu Dogon,game stres isinya drak sistem swmua,1,2025-10-07 21:19:01,,game stres isinya drak sistem swmua
Zxkarnaen,"MAKIN UPDATE MAKIN NGELAG G JELAS, DARI LOOGIN SAMPE MAEN GA BISA GERAK. JARINGAN LANCAR TETEP AJA GA NGARUH SAMA GAME MOONTON INI. SEKIAN TERIMA GAJI",3,2025-10-07 21:18:51,2.1.18.11201,"makin update makin ngelag g jelas, dari loogin sampe maen ga bisa gerak. jaringan lancar tetep aja ga ngaruh sama game moonton ini. sekian terima gaji"
Berryan Akbar,tidak adil dalam pemilihan tim dikasih tim yang bot semua sedangkan musuh jago jago,1,2025-10-07 21:18:33,,tidak adil dalam pemilihan tim dikasih tim yang bot semua sedangkan musuh jago jago
Dendi Fadli,"Sistem Tidak adill dalam pembagian tim, Banyak dark system, musuh gg, tim Bot",1,2025-10-07 21:18:25,,"sistem tidak adill dalam pembagian tim, banyak dark system, musuh gg, tim bot"
Buyung Black,"setiap saya maen sinyal sering hilang., setiap hero saya mati sinyal pull...tolong di perbaiki.. klo sudah di perbaiki BINTANG NYA SAYA NAIKIN JADI BINTANG LIMA",1,2025-10-07 21:18:23,2.1.18.11201,"setiap saya maen sinyal sering hilang., setiap hero saya mati sinyal pull...tolong di perbaiki.. klo sudah di perbaiki bintang nya saya naikin jadi bintang lima"
Zen Ramazen,"percuma update moonton cape gw maen nya sumpah ya tim nya bot musuh nya pada sakit terus banya buuf nya, bukanya update makin bagus ini mah malah makin parah dasar game gaje lol",1,2025-10-07 21:18:13,2.1.18.11201,"percuma update moonton cape gw maen nya sumpah ya tim nya bot musuh nya pada sakit terus banya buuf nya, bukanya update makin bagus ini mah malah makin parah dasar game gaje lol"
Ayang Deni,"grafik nya sangat bagus,,,tetapi jangan di mainin di hp kaya. Samsung, Oppo.",5,2025-10-07 21:18:10,2.1.18.11201,"grafik nya sangat bagus,,,tetapi jangan di mainin di hp kaya. samsung, oppo."
Juh Cayy,game sial monton ajg kasi temen draksistem,5,2025-10-07 21:17:05,2.1.18.11201,game sial monton ajg kasi temen draksistem
Ajy Slebew,ml lagi ga beres main ml lek terus sinyal nya pin nya bagus tapi ga bisa gerak game jelek burik,1,2025-10-07 21:16:41,,ml lagi ga beres main ml lek terus sinyal nya pin nya bagus tapi ga bisa gerak game jelek burik
Muhammad Anwar,"moonton lu tau kan nih game banyak dark sistemnya minimal banget kasih lah fitur kalau mvp gak turun bintang atau kalau mau lebih baik, kalah tapi mvp dapet bintang soalnya lu bayangin aja udah gendong gendong tapi ujung ujungnya kalah karena timnya yang aneh tapi orang yang gendong dapet kerugian yang sama dengan orang yang bahkan gak ngerti main",1,2025-10-07 21:16:40,2.1.18.11201,"moonton lu tau kan nih game banyak dark sistemnya minimal banget kasih lah fitur kalau mvp gak turun bintang atau kalau mau lebih baik, kalah tapi mvp dapet bintang soalnya lu bayangin aja udah gendong gendong tapi ujung ujungnya kalah karena timnya yang aneh tapi orang yang gendong dapet kerugian yang sama dengan orang yang bahkan gak ngerti main"
Agusalit,nek ngekeii tim genah to tel gatel,3,2025-10-07 21:16:28,2.1.18.11201,nek ngekeii tim genah to tel gatel
Ragil adiprastio,"Monton tolong lah koneksi nya diperbaiki.Gua kalah gara² koneksi nya gak stabil, liat ini monton dibaca",3,2025-10-07 21:16:27,1.9.99.10932,"monton tolong lah koneksi nya diperbaiki.gua kalah gara² koneksi nya gak stabil, liat ini monton dibaca"
Muh Pasha,"game elek masa sinyal ijo ngelek,niat bikin game gak sih harus nya bintang 0 sih game lawak sinyal nya di perhatikan ya su",1,2025-10-07 21:16:22,2.1.18.11201,"game elek masa sinyal ijo ngelek,niat bikin game gak sih harus nya bintang 0 sih game lawak sinyal nya di perhatikan ya su"
Rizky Srengat,game hama pas draft pick bug mulu hama dpt tim gk jelas game hama,2,2025-10-07 21:16:13,2.1.18.11201,game hama pas draft pick bug mulu hama dpt tim gk jelas game hama
taufik d juliant,lag dan ping jumping padahal sinyal bagus,1,2025-10-07 21:15:56,2.1.18.11201,lag dan ping jumping padahal sinyal bagus
Zikri Abdilah,monton tolong masa saya main di bikin ngeleg trsss dari tadi,2,2025-10-07 21:15:40,2.1.18.11201,monton tolong masa saya main di bikin ngeleg trsss dari tadi
Alya Selviana,bug sinyal dapet team gk bner trus,1,2025-10-07 21:15:17,1.9.93.10904,bug sinyal dapet team gk bner trus
Enggla Enggle,tolong ya sinyalnya tuh di benerin masak iya di loby sinyal hijau trs giliran di dalam game sinyal merah kuning terus .saya ngasih bintang lima(5) tuh bukan karna rekomendasi.tapi biar komenan ini tuh di lihat dan di tindak lanjuti dan 1 lagi saya meryport tim sangat jelas-jelas mangganggu tim kog g kena pelanggaran.ini game gak adi banget .saya maen sinyal ngeleg terus bukanya di kasih pemberitahuan sinyal tidak setabil kog malh di kasih (AFK) gimana ini maksudnya .minimal ya yang adil dong.,5,2025-10-07 21:14:38,2.1.18.11201,tolong ya sinyalnya tuh di benerin masak iya di loby sinyal hijau trs giliran di dalam game sinyal merah kuning terus .saya ngasih bintang lima(5) tuh bukan karna rekomendasi.tapi biar komenan ini tuh di lihat dan di tindak lanjuti dan 1 lagi saya meryport tim sangat jelas-jelas mangganggu tim kog g kena pelanggaran.ini game gak adi banget .saya maen sinyal ngeleg terus bukanya di kasih pemberitahuan sinyal tidak setabil kog malh di kasih (afk) gimana ini maksudnya .minimal ya yang adil dong.
Mohammad Alif,he yang bikin game... aku kena afk gara2 sinyalnya d berhentiin.. padahal paketan gua unlimited edition.. tolong d perbaiki.. game bagus kog,1,2025-10-07 21:14:32,2.1.18.11201,he yang bikin game... aku kena afk gara2 sinyalnya d berhentiin.. padahal paketan gua unlimited edition.. tolong d perbaiki.. game bagus kog
Saiful Nur ikhsan,game sinyal jelek Mulu,1,2025-10-07 21:14:29,1.8.33.9054,game sinyal jelek mulu
Abdurahim Mpw,"monton kalau ngasi tim yang benar lah dr kemarin awal sesoen sampai sekarang dapet tim gak jls mulu dah padahal gak Mabar loh , dikasih nya tim sama epic padahal aku legend loh klau org komen tuh ditanggapi ton.dasar game gk jls",1,2025-10-07 21:14:15,2.1.18.11201,"monton kalau ngasi tim yang benar lah dr kemarin awal sesoen sampai sekarang dapet tim gak jls mulu dah padahal gak mabar loh , dikasih nya tim sama epic padahal aku legend loh klau org komen tuh ditanggapi ton.dasar game gk jls"
