userName,content,appVersion,content_clean,tokenized,filtered_tokens,stopwords_removed,stemmed_tokens,slang_replaced,label,self_trained_label
Mohammad Alif,he yang bikin game... aku kena afk gara2 sinyalnya d berhentiin.. padahal paketan gua unlimited edition.. tolong d perbaiki.. game bagus kog,2.1.18.11201,he yang bikin game... aku kena afk gara2 sinyalnya d berhentiin.. padahal paketan gua unlimited edition.. tolong d perbaiki.. game bagus kog,"['he', 'yang', 'bikin', 'game', '...', 'aku', 'kena', 'afk', 'gara2', 'sinyalnya', 'd', 'berhentiin', '..', 'padahal', 'paketan', 'gua', 'unlimited', 'edition', '..', 'tolong', 'd', 'perbaiki', '..', 'game', 'bagus', 'kog']","['he', 'yang', 'bikin', 'game', 'aku', 'kena', 'afk', 'gara', 'sinyalnya', 'd', 'berhentiin', 'padahal', 'paketan', 'gua', 'unlimited', 'edition', 'tolong', 'd', 'perbaiki', 'game', 'bagus', 'kog']","['he', 'kena', 'afk', 'gara', 'sinyal', 'd', 'berhentiin', 'paket', 'unlimited', 'edition', 'tolong', 'd', 'baik', 'bagus', 'kog']","['he', 'yang', 'bikin', 'game', 'aku', 'kena', 'afk', 'gara', 'sinyal', 'd', 'berhentiin', 'padahal', 'paket', 'gua', 'unlimited', 'edition', 'tolong', 'd', 'baik', 'game', 'bagus', 'kog']","['he', 'yang', 'bikin', 'game', 'aku', 'kena', 'afk', 'gara', 'sinyal', 'd', 'berhentiin', 'padahal', 'paket', 'aku', 'unlimited', 'edition', 'tolong', 'd', 'baik', 'game', 'bagus', 'kog']",,negative
Saiful Nur ikhsan,game sinyal jelek Mulu,1.8.33.9054,game sinyal jelek mulu,"['game', 'sinyal', 'jelek', 'mulu']","['game', 'sinyal', 'jelek', 'mulu']","['sinyal', 'jelek']","['game', 'sinyal', 'jelek', 'mulu']","['game', 'sinyal', 'jelek', 'mulu']",,negative
Abdurahim Mpw,"monton kalau ngasi tim yang benar lah dr kemarin awal sesoen sampai sekarang dapet tim gak jls mulu dah padahal gak Mabar loh , dikasih nya tim sama epic padahal aku legend loh klau org komen tuh ditanggapi ton.dasar game gk jls",2.1.18.11201,"monton kalau ngasi tim yang benar lah dr kemarin awal sesoen sampai sekarang dapet tim gak jls mulu dah padahal gak mabar loh , dikasih nya tim sama epic padahal aku legend loh klau org komen tuh ditanggapi ton.dasar game gk jls","['monton', 'kalau', 'ngasi', 'tim', 'yang', 'benar', 'lah', 'dr', 'kemarin', 'awal', 'sesoen', 'sampai', 'sekarang', 'dapet', 'tim', 'gak', 'jls', 'mulu', 'dah', 'padahal', 'gak', 'mabar', 'loh', ',', 'dikasih', 'nya', 'tim', 'sama', 'epic', 'padahal', 'aku', 'legend', 'loh', 'klau', 'org', 'komen', 'tuh', 'ditanggapi', 'ton.dasar', 'game', 'gk', 'jls']","['monton', 'kalau', 'ngasi', 'tim', 'yang', 'benar', 'lah', 'dr', 'kemarin', 'awal', 'sesoen', 'sampai', 'sekarang', 'dapet', 'tim', 'gak', 'jls', 'mulu', 'dah', 'padahal', 'gak', 'mabar', 'loh', 'dikasih', 'nya', 'tim', 'sama', 'epic', 'padahal', 'aku', 'legend', 'loh', 'klau', 'org', 'komen', 'tuh', 'ditanggapi', 'tondasar', 'game', 'gk', 'jls']","['ngasi', 'benar', 'dr', 'kemarin', 'sesoen', 'sampai', 'sekarang', 'jls', 'sudah', 'mabar', 'epic', 'klau', 'org', 'komen', 'tanggap', 'tondasar', 'jls']","['monton', 'kalau', 'ngasi', 'tim', 'yang', 'benar', 'lah', 'dr', 'kemarin', 'awal', 'sesoen', 'sampai', 'sekarang', 'dapet', 'tim', 'gak', 'jls', 'mulu', 'dah', 'padahal', 'gak', 'mabar', 'loh', 'kasih', 'nya', 'tim', 'sama', 'epic', 'padahal', 'aku', 'legend', 'loh', 'klau', 'org', 'komen', 'tuh', 'tanggap', 'tondasar', 'game', 'gk', 'jls']","['moonton', 'kalau', 'ngasi', 'team', 'yang', 'benar', 'lah', 'dr', 'kemarin', 'awal', 'sesoen', 'sampai', 'sekarang', 'dapet', 'team', 'tidak', 'jls', 'mulu', 'sudah', 'padahal', 'tidak', 'mabar', 'loh', 'kasih', 'nya', 'team', 'sama', 'epic', 'padahal', 'aku', 'legend', 'loh', 'klau', 'org', 'komen', 'tuh', 'tanggap', 'tondasar', 'game', 'tidak', 'jls']",,negative
Rama Nevta Hendra,"HP saya iqoo neo 10 chipset snapdragon 8s gen 4. masa iya HP panas dikit map di gamenya langsung redup, terus cerah lagi, terus redup lagi. sudah beberapa kali lapor tetapi tidak ada solusi",2.1.18.11201,"hp saya iqoo neo 10 chipset snapdragon 8s gen 4. masa iya hp panas dikit map di gamenya langsung redup, terus cerah lagi, terus redup lagi. sudah beberapa kali lapor tetapi tidak ada solusi","['hp', 'saya', 'iqoo', 'neo', '10', 'chipset', 'snapdragon', '8s', 'gen', '4.', 'masa', 'iya', 'hp', 'panas', 'dikit', 'map', 'di', 'gamenya', 'langsung', 'redup', ',', 'terus', 'cerah', 'lagi', ',', 'terus', 'redup', 'lagi', '.', 'sudah', 'beberapa', 'kali', 'lapor', 'tetapi', 'tidak', 'ada', 'solusi']","['hp', 'saya', 'iqoo', 'neo', 'chipset', 'snapdragon', 's', 'gen', 'masa', 'iya', 'hp', 'panas', 'dikit', 'map', 'di', 'gamenya', 'langsung', 'redup', 'terus', 'cerah', 'lagi', 'terus', 'redup', 'lagi', 'sudah', 'beberapa', 'kali', 'lapor', 'tetapi', 'tidak', 'ada', 'solusi']","['iqoo', 'neo', 'chipset', 'snapdragon', 'gen', 'masa', 'iya', 'panas', 'sedikit', 'langsung', 'redup', 'cerah', 'redup', 'sudah', 'beberapa', 'report', 'tetapi', 'solusi']","['hp', 'saya', 'iqoo', 'neo', 'chipset', 'snapdragon', 's', 'gen', 'masa', 'iya', 'hp', 'panas', 'dikit', 'map', 'di', 'gamenya', 'langsung', 'redup', 'terus', 'cerah', 'lagi', 'terus', 'redup', 'lagi', 'sudah', 'beberapa', 'kali', 'lapor', 'tetapi', 'tidak', 'ada', 'solusi']","['hp', 'aku', 'iqoo', 'neo', 'chipset', 'snapdragon', 's', 'gen', 'masa', 'iya', 'hp', 'panas', 'sedikit', 'map', 'di', 'game', 'langsung', 'redup', 'terus', 'cerah', 'lagi', 'terus', 'redup', 'lagi', 'sudah', 'beberapa', 'kali', 'report', 'tetapi', 'tidak', 'ada', 'solusi']",,negative
Dewi Sukenti,gimnya seru,2.1.18.11201,gimnya seru,"['gimnya', 'seru']","['gimnya', 'seru']","['gim', 'seru']","['gim', 'seru']","['gim', 'seru']",,positive
Uway Fadhillah,game apa si ini padahal jaringan bagus tapi malah patah gk jelas,2.1.18.11201,game apa si ini padahal jaringan bagus tapi malah patah gk jelas,"['game', 'apa', 'si', 'ini', 'padahal', 'jaringan', 'bagus', 'tapi', 'malah', 'patah', 'gk', 'jelas']","['game', 'apa', 'si', 'ini', 'padahal', 'jaringan', 'bagus', 'tapi', 'malah', 'patah', 'gk', 'jelas']","['bagus', 'patah', 'jelas']","['game', 'apa', 'si', 'ini', 'padahal', 'jaring', 'bagus', 'tapi', 'malah', 'patah', 'gk', 'jelas']","['game', 'apa', 'si', 'ini', 'padahal', 'jaring', 'bagus', 'tapi', 'malah', 'patah', 'tidak', 'jelas']",,negative
Arjun PERTALITE,"ngasi musuh gak pandang rank capek jir push cuman naik turun naik turun kapan imonya kalo gini, udah team gak kompak musuh turunan imo semua epik gak kelar kelar capek jirr",,"ngasi musuh gak pandang rank capek jir push cuman naik turun naik turun kapan imonya kalo gini, udah team gak kompak musuh turunan imo semua epik gak kelar kelar capek jirr","['ngasi', 'musuh', 'gak', 'pandang', 'rank', 'capek', 'jir', 'push', 'cuman', 'naik', 'turun', 'naik', 'turun', 'kapan', 'imonya', 'kalo', 'gini', ',', 'udah', 'team', 'gak', 'kompak', 'musuh', 'turunan', 'imo', 'semua', 'epik', 'gak', 'kelar', 'kelar', 'capek', 'jirr']","['ngasi', 'musuh', 'gak', 'pandang', 'rank', 'capek', 'jir', 'push', 'cuman', 'naik', 'turun', 'naik', 'turun', 'kapan', 'imonya', 'kalo', 'gini', 'udah', 'team', 'gak', 'kompak', 'musuh', 'turunan', 'imo', 'semua', 'epik', 'gak', 'kelar', 'kelar', 'capek', 'jirr']","['ngasi', 'musuh', 'pandang', 'capek', 'jir', 'push', 'naik', 'turun', 'naik', 'turun', 'kapan', 'imonya', 'kompak', 'musuh', 'turun', 'imo', 'semua', 'epik', 'kelar', 'kelar', 'capek', 'jirr']","['ngasi', 'musuh', 'gak', 'pandang', 'rank', 'capek', 'jir', 'push', 'cuman', 'naik', 'turun', 'naik', 'turun', 'kapan', 'imonya', 'kalo', 'gin', 'udah', 'team', 'gak', 'kompak', 'musuh', 'turun', 'imo', 'semua', 'epik', 'gak', 'kelar', 'kelar', 'capek', 'jirr']","['ngasi', 'musuh', 'tidak', 'pandang', 'rank', 'capek', 'jir', 'push', 'hanya', 'naik', 'turun', 'naik', 'turun', 'kapan', 'imonya', 'kalau', 'game', 'udah', 'team', 'tidak', 'kompak', 'musuh', 'turun', 'imo', 'semua', 'epik', 'tidak', 'kelar', 'kelar', 'capek', 'jirr']",,negative
Xena d Kaz,bug mu benerin jing,2.1.18.11201,bug mu benerin jing,"['bug', 'mu', 'benerin', 'jing']","['bug', 'mu', 'benerin', 'jing']","['bug', 'mu', 'rusak', 'jing']","['bug', 'mu', 'benerin', 'jing']","['bug', 'mu', 'rusak', 'jing']",,negative
ronaldis nababan,game terburuk di dunia,1.9.99.10932,game terburuk di dunia,"['game', 'terburuk', 'di', 'dunia']","['game', 'terburuk', 'di', 'dunia']","['buruk', 'dunia']","['game', 'buruk', 'di', 'dunia']","['game', 'buruk', 'di', 'dunia']",,negative
Krisna Farendra,"game apaan ini jaringan nya selalu buruk padahal hijau tapi di game nya buruk,",,"game apaan ini jaringan nya selalu buruk padahal hijau tapi di game nya buruk,","['game', 'apaan', 'ini', 'jaringan', 'nya', 'selalu', 'buruk', 'padahal', 'hijau', 'tapi', 'di', 'game', 'nya', 'buruk', ',']","['game', 'apaan', 'ini', 'jaringan', 'nya', 'selalu', 'buruk', 'padahal', 'hijau', 'tapi', 'di', 'game', 'nya', 'buruk']","['selalu', 'buruk', 'hijau', 'buruk']","['game', 'apa', 'ini', 'jaring', 'nya', 'selalu', 'buruk', 'padahal', 'hijau', 'tapi', 'di', 'game', 'nya', 'buruk']","['game', 'apa', 'ini', 'jaring', 'nya', 'selalu', 'buruk', 'padahal', 'hijau', 'tapi', 'di', 'game', 'nya', 'buruk']",,negative
Ronney Mahesa,sumpah tambah lama tambah gk bener kasi teman main yg seimbang jangan berat sebelah,2.1.18.11201,sumpah tambah lama tambah gk bener kasi teman main yg seimbang jangan berat sebelah,"['sumpah', 'tambah', 'lama', 'tambah', 'gk', 'bener', 'kasi', 'teman', 'main', 'yg', 'seimbang', 'jangan', 'berat', 'sebelah']","['sumpah', 'tambah', 'lama', 'tambah', 'gk', 'bener', 'kasi', 'teman', 'main', 'yg', 'seimbang', 'jangan', 'berat', 'sebelah']","['sumpah', 'tambah', 'lama', 'tambah', 'benar', 'kasi', 'teman', 'imbang', 'jangan', 'berat']","['sumpah', 'tambah', 'lama', 'tambah', 'gk', 'bener', 'kasi', 'teman', 'main', 'yg', 'imbang', 'jangan', 'berat', 'belah']","['sumpah', 'tambah', 'lama', 'tambah', 'tidak', 'benar', 'kasi', 'teman', 'main', 'yang', 'imbang', 'jangan', 'berat', 'belah']",,negative
Yt XD,"game tolol matchmaking gak adil, game kikir, game ampas, semoga di hapus dari PlayStore",2.1.18.11201,"game tolol matchmaking gak adil, game kikir, game ampas, semoga di hapus dari playstore","['game', 'tolol', 'matchmaking', 'gak', 'adil', ',', 'game', 'kikir', ',', 'game', 'ampas', ',', 'semoga', 'di', 'hapus', 'dari', 'playstore']","['game', 'tolol', 'matchmaking', 'gak', 'adil', 'game', 'kikir', 'game', 'ampas', 'semoga', 'di', 'hapus', 'dari', 'playstore']","['tolol', 'adil', 'kikir', 'buruk', 'moga', 'hapus', 'playstore']","['game', 'tolol', 'matchmaking', 'gak', 'adil', 'game', 'kikir', 'game', 'ampas', 'moga', 'di', 'hapus', 'dari', 'playstore']","['game', 'tolol', 'matchmaking', 'tidak', 'adil', 'game', 'kikir', 'game', 'buruk', 'moga', 'di', 'hapus', 'dari', 'playstore']",,negative
Agus Afandi,game tolol banyak draksistem.,1.9.93.10904,game tolol banyak draksistem.,"['game', 'tolol', 'banyak', 'draksistem', '.']","['game', 'tolol', 'banyak', 'draksistem']","['tolol', 'banyak', 'draksistem']","['game', 'tolol', 'banyak', 'draksistem']","['game', 'tolol', 'banyak', 'draksistem']",,negative
Ryan Alvaro,walaupun geme ini bikin saya kesal tapi geme ini geme favorit saya,2.1.18.11201,walaupun geme ini bikin saya kesal tapi geme ini geme favorit saya,"['walaupun', 'geme', 'ini', 'bikin', 'saya', 'kesal', 'tapi', 'geme', 'ini', 'geme', 'favorit', 'saya']","['walaupun', 'geme', 'ini', 'bikin', 'saya', 'kesal', 'tapi', 'geme', 'ini', 'geme', 'favorit', 'saya']","['walaupun', 'kesal', 'favorit']","['walaupun', 'geme', 'ini', 'bikin', 'saya', 'kesal', 'tapi', 'geme', 'ini', 'geme', 'favorit', 'saya']","['walaupun', 'game', 'ini', 'bikin', 'aku', 'kesal', 'tapi', 'game', 'ini', 'game', 'favorit', 'aku']",,negative
Bunyi Telolet,games nya skrng bantak bocil,,games nya skrng bantak bocil,"['games', 'nya', 'skrng', 'bantak', 'bocil']","['games', 'nya', 'skrng', 'bantak', 'bocil']","['games', 'skrng', 'bantak', 'bocil']","['games', 'nya', 'skrng', 'bantak', 'bocil']","['games', 'nya', 'skrng', 'bantak', 'bocil']",,negative
Mas Bendol,min ini starlight member ku kok bug ngestak di LV 27 ya dri 5 hari yg lalu? tolong benerin min itu gaji pas'anku seminggu,2.1.18.11201,min ini starlight member ku kok bug ngestak di lv 27 ya dri 5 hari yg lalu? tolong benerin min itu gaji pas'anku seminggu,"['min', 'ini', 'starlight', 'member', 'ku', 'kok', 'bug', 'ngestak', 'di', 'lv', '27', 'ya', 'dri', '5', 'hari', 'yg', 'lalu', '?', 'tolong', 'benerin', 'min', 'itu', 'gaji', ""pas'anku"", 'seminggu']","['min', 'ini', 'starlight', 'member', 'ku', 'kok', 'bug', 'ngestak', 'di', 'lv', 'ya', 'dri', 'hari', 'yg', 'lalu', 'tolong', 'benerin', 'min', 'itu', 'gaji', 'pasanku', 'seminggu']","['minimal', 'starlight', 'member', 'bug', 'ngestak', 'lv', 'dri', 'lalu', 'tolong', 'rusak', 'minimal', 'gaji', 'minggu']","['min', 'ini', 'starlight', 'member', 'ku', 'kok', 'bug', 'ngestak', 'di', 'lv', 'ya', 'dri', 'hari', 'yg', 'lalu', 'tolong', 'benerin', 'min', 'itu', 'gaji', 'pas', 'minggu']","['minimal', 'ini', 'starlight', 'member', 'ku', 'kok', 'bug', 'ngestak', 'di', 'lv', 'ya', 'dri', 'hari', 'yang', 'lalu', 'tolong', 'rusak', 'minimal', 'itu', 'gaji', 'pas', 'minggu']",,negative
Mahera Kamila,musuhnya tidak seimbang,,musuhnya tidak seimbang,"['musuhnya', 'tidak', 'seimbang']","['musuhnya', 'tidak', 'seimbang']","['musuh', 'imbang']","['musuh', 'tidak', 'imbang']","['musuh', 'tidak', 'imbang']",,negative
Riffat Jtimur,"jaringan ngelag,suka maju maju sendiri, game sangat tidak enk",2.1.18.11201,"jaringan ngelag,suka maju maju sendiri, game sangat tidak enk","['jaringan', 'ngelag', ',', 'suka', 'maju', 'maju', 'sendiri', ',', 'game', 'sangat', 'tidak', 'enk']","['jaringan', 'ngelag', 'suka', 'maju', 'maju', 'sendiri', 'game', 'sangat', 'tidak', 'enk']","['lag', 'suka', 'maju', 'maju', 'sendiri', 'enk']","['jaring', 'ngelag', 'suka', 'maju', 'maju', 'sendiri', 'game', 'sangat', 'tidak', 'enk']","['jaring', 'lag', 'suka', 'maju', 'maju', 'sendiri', 'game', 'sangat', 'tidak', 'enk']",,positive
Reza SR,cocok,1.8.93.9702,cocok,['cocok'],['cocok'],['cocok'],['cocok'],['cocok'],,neutral
Zul Fikri,"Baru Kali ini saya menulis ulasan game, selama main game udah tahunan, berapa kali juga report di after match, kirain gua sendiri yang rasain matchmaking yg inbalance ternyata banyak kasus yang sama system matchmaking ini yang akan buat game anda akan ditinggalkan pemain setia",2.1.18.11201,"baru kali ini saya menulis ulasan game, selama main game udah tahunan, berapa kali juga report di after match, kirain gua sendiri yang rasain matchmaking yg inbalance ternyata banyak kasus yang sama system matchmaking ini yang akan buat game anda akan ditinggalkan pemain setia","['baru', 'kali', 'ini', 'saya', 'menulis', 'ulasan', 'game', ',', 'selama', 'main', 'game', 'udah', 'tahunan', ',', 'berapa', 'kali', 'juga', 'report', 'di', 'after', 'match', ',', 'kirain', 'gua', 'sendiri', 'yang', 'rasain', 'matchmaking', 'yg', 'inbalance', 'ternyata', 'banyak', 'kasus', 'yang', 'sama', 'system', 'matchmaking', 'ini', 'yang', 'akan', 'buat', 'game', 'anda', 'akan', 'ditinggalkan', 'pemain', 'setia']","['baru', 'kali', 'ini', 'saya', 'menulis', 'ulasan', 'game', 'selama', 'main', 'game', 'udah', 'tahunan', 'berapa', 'kali', 'juga', 'report', 'di', 'after', 'match', 'kirain', 'gua', 'sendiri', 'yang', 'rasain', 'matchmaking', 'yg', 'inbalance', 'ternyata', 'banyak', 'kasus', 'yang', 'sama', 'system', 'matchmaking', 'ini', 'yang', 'akan', 'buat', 'game', 'anda', 'akan', 'ditinggalkan', 'pemain', 'setia']","['baru', 'tulis', 'ulas', 'lama', 'berapa', 'report', 'after', 'kirain', 'sendiri', 'rasain', 'inbalance', 'nyata', 'banyak', 'kasus', 'tinggal', 'setia']","['baru', 'kali', 'ini', 'saya', 'tulis', 'ulas', 'game', 'lama', 'main', 'game', 'udah', 'tahun', 'berapa', 'kali', 'juga', 'report', 'di', 'after', 'match', 'kirain', 'gua', 'sendiri', 'yang', 'rasain', 'matchmaking', 'yg', 'inbalance', 'nyata', 'banyak', 'kasus', 'yang', 'sama', 'system', 'matchmaking', 'ini', 'yang', 'akan', 'buat', 'game', 'anda', 'akan', 'tinggal', 'main', 'setia']","['baru', 'kali', 'ini', 'aku', 'tulis', 'ulas', 'game', 'lama', 'main', 'game', 'udah', 'tahun', 'berapa', 'kali', 'juga', 'report', 'di', 'after', 'match', 'kirain', 'aku', 'sendiri', 'yang', 'rasain', 'matchmaking', 'yang', 'inbalance', 'nyata', 'banyak', 'kasus', 'yang', 'sama', 'sistem', 'matchmaking', 'ini', 'yang', 'akan', 'buat', 'game', 'kamu', 'akan', 'tinggal', 'main', 'setia']",,negative
Putra Rifat,jaringan buruk padahal aslinya bagus,2.1.18.11201,jaringan buruk padahal aslinya bagus,"['jaringan', 'buruk', 'padahal', 'aslinya', 'bagus']","['jaringan', 'buruk', 'padahal', 'aslinya', 'bagus']","['buruk', 'asli', 'bagus']","['jaring', 'buruk', 'padahal', 'asli', 'bagus']","['jaring', 'buruk', 'padahal', 'asli', 'bagus']",,positive
Azfar Achi,MOHON DI ATASI TENTANG KESEIMBANGAN DRAFT PICK DAN PEMILIHAN ROLE,2.1.18.11201,mohon di atasi tentang keseimbangan draft pick dan pemilihan role,"['mohon', 'di', 'atasi', 'tentang', 'keseimbangan', 'draft', 'pick', 'dan', 'pemilihan', 'role']","['mohon', 'di', 'atasi', 'tentang', 'keseimbangan', 'draft', 'pick', 'dan', 'pemilihan', 'role']","['mohon', 'atas', 'imbang', 'draft', 'pilih', 'role']","['mohon', 'di', 'atas', 'tentang', 'imbang', 'draft', 'pick', 'dan', 'pilih', 'role']","['mohon', 'di', 'atas', 'tentang', 'imbang', 'draft', 'pick', 'dan', 'pilih', 'role']",,negative
Bcah Waras,"knapa pas maen sering bngt lag sendiri, dan bukan cuma sya aja yg kena tapi 1 tim kena, pdahal sinyal lancar, maen hok, pubg GK pernah Kya gini",2.1.18.11201,"knapa pas maen sering bngt lag sendiri, dan bukan cuma sya aja yg kena tapi 1 tim kena, pdahal sinyal lancar, maen hok, pubg gk pernah kya gini","['knapa', 'pas', 'maen', 'sering', 'bngt', 'lag', 'sendiri', ',', 'dan', 'bukan', 'cuma', 'sya', 'aja', 'yg', 'kena', 'tapi', '1', 'tim', 'kena', ',', 'pdahal', 'sinyal', 'lancar', ',', 'maen', 'hok', ',', 'pubg', 'gk', 'pernah', 'kya', 'gini']","['knapa', 'pas', 'maen', 'sering', 'bngt', 'lag', 'sendiri', 'dan', 'bukan', 'cuma', 'sya', 'aja', 'yg', 'kena', 'tapi', 'tim', 'kena', 'pdahal', 'sinyal', 'lancar', 'maen', 'hok', 'pubg', 'gk', 'pernah', 'kya', 'gini']","['knapa', 'bngt', 'lag', 'sendiri', 'bukan', 'cuma', 'sya', 'kena', 'kena', 'pdahal', 'sinyal', 'lancar', 'pubg', 'pernah', 'kya']","['knapa', 'pas', 'maen', 'sering', 'bngt', 'lag', 'sendiri', 'dan', 'bukan', 'cuma', 'sya', 'aja', 'yg', 'kena', 'tapi', 'tim', 'kena', 'pdahal', 'sinyal', 'lancar', 'maen', 'hok', 'pubg', 'gk', 'pernah', 'kya', 'gin']","['knapa', 'pas', 'main', 'sering', 'bngt', 'lag', 'sendiri', 'dan', 'bukan', 'cuma', 'sya', 'aja', 'yang', 'kena', 'tapi', 'team', 'kena', 'pdahal', 'sinyal', 'lancar', 'main', 'hok', 'pubg', 'tidak', 'pernah', 'kya', 'game']",,negative
Hotlan gultom,bisa bikin senang atau stres jadi lumayan lah kecuali tim dark sistem,2.1.18.11201,bisa bikin senang atau stres jadi lumayan lah kecuali tim dark sistem,"['bisa', 'bikin', 'senang', 'atau', 'stres', 'jadi', 'lumayan', 'lah', 'kecuali', 'tim', 'dark', 'sistem']","['bisa', 'bikin', 'senang', 'atau', 'stres', 'jadi', 'lumayan', 'lah', 'kecuali', 'tim', 'dark', 'sistem']","['senang', 'stres', 'lumayan', 'kecuali', 'gelap']","['bisa', 'bikin', 'senang', 'atau', 'stres', 'jadi', 'lumayan', 'lah', 'kecuali', 'tim', 'dark', 'sistem']","['bisa', 'bikin', 'senang', 'atau', 'stres', 'jadi', 'lumayan', 'lah', 'kecuali', 'team', 'gelap', 'sistem']",,negative
ayuchan ayuchan,bosen main cuman buat kalah mending belajar,,bosen main cuman buat kalah mending belajar,"['bosen', 'main', 'cuman', 'buat', 'kalah', 'mending', 'belajar']","['bosen', 'main', 'cuman', 'buat', 'kalah', 'mending', 'belajar']","['bosen', 'kalah', 'mending', 'ajar']","['bosen', 'main', 'cuman', 'buat', 'kalah', 'mending', 'ajar']","['bosen', 'main', 'hanya', 'buat', 'kalah', 'mending', 'ajar']",,negative
Atsa Rayhan,"kont0l , game @su isinya dark sistem jan donlod ges bikin g1l@",2.1.18.11201,"kont0l , game @su isinya dark sistem jan donlod ges bikin g1l@","['kont0l', ',', 'game', '@', 'su', 'isinya', 'dark', 'sistem', 'jan', 'donlod', 'ges', 'bikin', 'g1l', '@']","['kontl', 'game', 'su', 'isinya', 'dark', 'sistem', 'jan', 'donlod', 'ges', 'bikin', 'gl']","['kontl', 'su', 'isi', 'gelap', 'jan', 'donlod', 'ges', 'gl']","['kontl', 'game', 'su', 'isi', 'dark', 'sistem', 'jan', 'donlod', 'ges', 'bikin', 'gl']","['kontl', 'game', 'su', 'isi', 'gelap', 'sistem', 'jan', 'donlod', 'ges', 'bikin', 'gl']",,negative
MIFTAKHURRAHMAN,"SINYAL SERING HILANG,HABIS TU DIDRAF PICK NGELAG BANGET MENDING FIX INI DULU DEH DARIPADA NGURUSIN UPDATE. GAME RUSAK",2.1.18.11201,"sinyal sering hilang,habis tu didraf pick ngelag banget mending fix ini dulu deh daripada ngurusin update. game rusak","['sinyal', 'sering', 'hilang', ',', 'habis', 'tu', 'didraf', 'pick', 'ngelag', 'banget', 'mending', 'fix', 'ini', 'dulu', 'deh', 'daripada', 'ngurusin', 'update', '.', 'game', 'rusak']","['sinyal', 'sering', 'hilang', 'habis', 'tu', 'didraf', 'pick', 'ngelag', 'banget', 'mending', 'fix', 'ini', 'dulu', 'deh', 'daripada', 'ngurusin', 'update', 'game', 'rusak']","['sinyal', 'hilang', 'habis', 'tu', 'draf', 'lag', 'banget', 'mending', 'fix', 'ngurusin', 'update', 'rusak']","['sinyal', 'sering', 'hilang', 'habis', 'tu', 'draf', 'pick', 'ngelag', 'banget', 'mending', 'fix', 'ini', 'dulu', 'deh', 'daripada', 'ngurusin', 'update', 'game', 'rusak']","['sinyal', 'sering', 'hilang', 'habis', 'tu', 'draf', 'pick', 'lag', 'banget', 'mending', 'fix', 'ini', 'dulu', 'deh', 'daripada', 'ngurusin', 'update', 'game', 'rusak']",,negative
Putri Hellend,"perbaiki bug lah bukan skin terus yang di keluarkan,wifi di rumah ok tapi pas in game malah bug,bikin bosen mainnya jika bug terus",2.1.18.11201,"perbaiki bug lah bukan skin terus yang di keluarkan,wifi di rumah ok tapi pas in game malah bug,bikin bosen mainnya jika bug terus","['perbaiki', 'bug', 'lah', 'bukan', 'skin', 'terus', 'yang', 'di', 'keluarkan', ',', 'wifi', 'di', 'rumah', 'ok', 'tapi', 'pas', 'in', 'game', 'malah', 'bug', ',', 'bikin', 'bosen', 'mainnya', 'jika', 'bug', 'terus']","['perbaiki', 'bug', 'lah', 'bukan', 'skin', 'terus', 'yang', 'di', 'keluarkan', 'wifi', 'di', 'rumah', 'ok', 'tapi', 'pas', 'in', 'game', 'malah', 'bug', 'bikin', 'bosen', 'mainnya', 'jika', 'bug', 'terus']","['baik', 'bug', 'bukan', 'skin', 'keluar', 'wifi', 'rumah', 'oke', 'bug', 'bosen', 'jika', 'bug']","['baik', 'bug', 'lah', 'bukan', 'skin', 'terus', 'yang', 'di', 'keluar', 'wifi', 'di', 'rumah', 'ok', 'tapi', 'pas', 'in', 'game', 'malah', 'bug', 'bikin', 'bosen', 'main', 'jika', 'bug', 'terus']","['baik', 'bug', 'lah', 'bukan', 'skin', 'terus', 'yang', 'di', 'keluar', 'wifi', 'di', 'rumah', 'oke', 'tapi', 'pas', 'in', 'game', 'malah', 'bug', 'bikin', 'bosen', 'main', 'jika', 'bug', 'terus']",,negative
Muhammad Zidan,moonton ini kenapa jaringan padahal baik kok ngelag banget mainnya tolong benerin dong susah jadi mainnya jadi ga mood buat main,2.1.18.11201,moonton ini kenapa jaringan padahal baik kok ngelag banget mainnya tolong benerin dong susah jadi mainnya jadi ga mood buat main,"['moonton', 'ini', 'kenapa', 'jaringan', 'padahal', 'baik', 'kok', 'ngelag', 'banget', 'mainnya', 'tolong', 'benerin', 'dong', 'susah', 'jadi', 'mainnya', 'jadi', 'ga', 'mood', 'buat', 'main']","['moonton', 'ini', 'kenapa', 'jaringan', 'padahal', 'baik', 'kok', 'ngelag', 'banget', 'mainnya', 'tolong', 'benerin', 'dong', 'susah', 'jadi', 'mainnya', 'jadi', 'ga', 'mood', 'buat', 'main']","['kenapa', 'baik', 'lag', 'banget', 'tolong', 'rusak', 'susah', 'mood']","['moonton', 'ini', 'kenapa', 'jaring', 'padahal', 'baik', 'kok', 'ngelag', 'banget', 'main', 'tolong', 'benerin', 'dong', 'susah', 'jadi', 'main', 'jadi', 'ga', 'mood', 'buat', 'main']","['moonton', 'ini', 'kenapa', 'jaring', 'padahal', 'baik', 'kok', 'lag', 'banget', 'main', 'tolong', 'rusak', 'dong', 'susah', 'jadi', 'main', 'jadi', 'tidak', 'mood', 'buat', 'main']",,negative
