userName,content,appVersion,content_clean,tokenized,filtered_tokens,stopwords_removed,stemmed_tokens,slang_replaced,label
Fahrel Apriliansyaah,keren,,keren,['keren'],['keren'],['keren'],['keren'],['keren'],positive
Haikal Hzrn,Izin Comeback min,,izin comeback min,"['izin', 'comeback', 'min']","['izin', 'comeback', 'min']","['izin', 'comeback', 'minimal']","['izin', 'comeback', 'min']","['izin', 'comeback', 'minimal']",neutral
Berkah Sukses,cukup menarik,11.1.1.4,cukup menarik,"['cukup', 'menarik']","['cukup', 'menarik']","['cukup', 'tarik']","['cukup', 'tarik']","['cukup', 'tarik']",neutral
Zaki-kun OC2,aku yang seorang solo player lelah dengan algoritma matchmaking game ini. sehabis winstreak terbitlah losestreak. kadang win-lose-win-lose. capek main semalaman cuma nambah 1 bintang.,11.1.1.4,aku yang seorang solo player lelah dengan algoritma matchmaking game ini. sehabis winstreak terbitlah losestreak. kadang win-lose-win-lose. capek main semalaman cuma nambah 1 bintang.,"['aku', 'yang', 'seorang', 'solo', 'player', 'lelah', 'dengan', 'algoritma', 'matchmaking', 'game', 'ini', '.', 'sehabis', 'winstreak', 'terbitlah', 'losestreak', '.', 'kadang', 'win-lose-win-lose', '.', 'capek', 'main', 'semalaman', 'cuma', 'nambah', '1', 'bintang', '.']","['aku', 'yang', 'seorang', 'solo', 'player', 'lelah', 'dengan', 'algoritma', 'matchmaking', 'game', 'ini', 'sehabis', 'winstreak', 'terbitlah', 'losestreak', 'kadang', 'winlosewinlose', 'capek', 'main', 'semalaman', 'cuma', 'nambah', 'bintang']","['lelah', 'algoritma', 'habis', 'winstreak', 'terbit', 'losestreak', 'kadang', 'winlosewinlose', 'capek', 'malam', 'cuma', 'nambah', 'bintang']","['aku', 'yang', 'orang', 'solo', 'player', 'lelah', 'dengan', 'algoritma', 'matchmaking', 'game', 'ini', 'habis', 'winstreak', 'terbit', 'losestreak', 'kadang', 'winlosewinlose', 'capek', 'main', 'malam', 'cuma', 'nambah', 'bintang']","['aku', 'yang', 'orang', 'solo', 'player', 'lelah', 'dengan', 'algoritma', 'matchmaking', 'game', 'ini', 'habis', 'winstreak', 'terbit', 'losestreak', 'kadang', 'winlosewinlose', 'capek', 'main', 'malam', 'cuma', 'nambah', 'bintang']",negative
Jaran Goyang,tolong sistem report nya di ubah ajah kayak dulu kalo yang sekarang gak guna soal nya banyak player anomali yang main nya gak jelas pas kelar game di report gak bisa malah gak kena report sama sekali untuk ke sluruhan game bagus banget banyak event skin gratis udah itu ajah saran dari aku tolong sistem report nya di ubah ajah kayak dulu,11.1.1.4,tolong sistem report nya di ubah ajah kayak dulu kalo yang sekarang gak guna soal nya banyak player anomali yang main nya gak jelas pas kelar game di report gak bisa malah gak kena report sama sekali untuk ke sluruhan game bagus banget banyak event skin gratis udah itu ajah saran dari aku tolong sistem report nya di ubah ajah kayak dulu,"['tolong', 'sistem', 'report', 'nya', 'di', 'ubah', 'ajah', 'kayak', 'dulu', 'kalo', 'yang', 'sekarang', 'gak', 'guna', 'soal', 'nya', 'banyak', 'player', 'anomali', 'yang', 'main', 'nya', 'gak', 'jelas', 'pas', 'kelar', 'game', 'di', 'report', 'gak', 'bisa', 'malah', 'gak', 'kena', 'report', 'sama', 'sekali', 'untuk', 'ke', 'sluruhan', 'game', 'bagus', 'banget', 'banyak', 'event', 'skin', 'gratis', 'udah', 'itu', 'ajah', 'saran', 'dari', 'aku', 'tolong', 'sistem', 'report', 'nya', 'di', 'ubah', 'ajah', 'kayak', 'dulu']","['tolong', 'sistem', 'report', 'nya', 'di', 'ubah', 'ajah', 'kayak', 'dulu', 'kalo', 'yang', 'sekarang', 'gak', 'guna', 'soal', 'nya', 'banyak', 'player', 'anomali', 'yang', 'main', 'nya', 'gak', 'jelas', 'pas', 'kelar', 'game', 'di', 'report', 'gak', 'bisa', 'malah', 'gak', 'kena', 'report', 'sama', 'sekali', 'untuk', 'ke', 'sluruhan', 'game', 'bagus', 'banget', 'banyak', 'event', 'skin', 'gratis', 'udah', 'itu', 'ajah', 'saran', 'dari', 'aku', 'tolong', 'sistem', 'report', 'nya', 'di', 'ubah', 'ajah', 'kayak', 'dulu']","['tolong', 'report', 'ubah', 'ajah', 'sekarang', 'guna', 'banyak', 'anomali', 'jelas', 'kelar', 'report', 'kena', 'report', 'sluruhan', 'bagus', 'banget', 'banyak', 'event', 'skin', 'gratis', 'ajah', 'saran', 'tolong', 'report', 'ubah', 'ajah']","['tolong', 'sistem', 'report', 'nya', 'di', 'ubah', 'ajah', 'kayak', 'dulu', 'kalo', 'yang', 'sekarang', 'gak', 'guna', 'soal', 'nya', 'banyak', 'player', 'anomali', 'yang', 'main', 'nya', 'gak', 'jelas', 'pas', 'kelar', 'game', 'di', 'report', 'gak', 'bisa', 'malah', 'gak', 'kena', 'report', 'sama', 'sekali', 'untuk', 'ke', 'sluruhan', 'game', 'bagus', 'banget', 'banyak', 'event', 'skin', 'gratis', 'udah', 'itu', 'ajah', 'saran', 'dari', 'aku', 'tolong', 'sistem', 'report', 'nya', 'di', 'ubah', 'ajah', 'kayak', 'dulu']","['tolong', 'sistem', 'report', 'nya', 'di', 'ubah', 'ajah', 'seperti', 'dulu', 'kalau', 'yang', 'sekarang', 'tidak', 'guna', 'soal', 'nya', 'banyak', 'player', 'anomali', 'yang', 'main', 'nya', 'tidak', 'jelas', 'pas', 'kelar', 'game', 'di', 'report', 'tidak', 'bisa', 'malah', 'tidak', 'kena', 'report', 'sama', 'sekali', 'untuk', 'ke', 'sluruhan', 'game', 'bagus', 'banget', 'banyak', 'event', 'skin', 'gratis', 'udah', 'itu', 'ajah', 'saran', 'dari', 'aku', 'tolong', 'sistem', 'report', 'nya', 'di', 'ubah', 'ajah', 'seperti', 'dulu']",negative
Agus Darmayasa,game nya bagus bahasa nya lumayan gaul udah menurut saya ini game moba terbaik yg pernah ada,11.1.1.4,game nya bagus bahasa nya lumayan gaul udah menurut saya ini game moba terbaik yg pernah ada,"['game', 'nya', 'bagus', 'bahasa', 'nya', 'lumayan', 'gaul', 'udah', 'menurut', 'saya', 'ini', 'game', 'moba', 'terbaik', 'yg', 'pernah', 'ada']","['game', 'nya', 'bagus', 'bahasa', 'nya', 'lumayan', 'gaul', 'udah', 'menurut', 'saya', 'ini', 'game', 'moba', 'terbaik', 'yg', 'pernah', 'ada']","['bagus', 'bahasa', 'lumayan', 'gaul', 'baik', 'pernah']","['game', 'nya', 'bagus', 'bahasa', 'nya', 'lumayan', 'gaul', 'udah', 'turut', 'saya', 'ini', 'game', 'moba', 'baik', 'yg', 'pernah', 'ada']","['game', 'nya', 'bagus', 'bahasa', 'nya', 'lumayan', 'gaul', 'udah', 'turut', 'aku', 'ini', 'game', 'moba', 'baik', 'yang', 'pernah', 'ada']",positive
Deni Dulirwan,sangat seru dan menarik,11.1.1.4,sangat seru dan menarik,"['sangat', 'seru', 'dan', 'menarik']","['sangat', 'seru', 'dan', 'menarik']","['seru', 'tarik']","['sangat', 'seru', 'dan', 'tarik']","['sangat', 'seru', 'dan', 'tarik']",positive
IVAN_93 Channel,lumayan seru ketimbang ML,11.1.1.4,lumayan seru ketimbang ml,"['lumayan', 'seru', 'ketimbang', 'ml']","['lumayan', 'seru', 'ketimbang', 'ml']","['lumayan', 'seru', 'ketimbang']","['lumayan', 'seru', 'ketimbang', 'ml']","['lumayan', 'seru', 'ketimbang', 'ml']",positive
didi nugroho,game rusak player noob bisa sampe GM 🤦🤦 best Tencent😒😒,11.1.1.1,game rusak player noob bisa sampe gm 🤦🤦 best tencent😒😒,"['game', 'rusak', 'player', 'noob', 'bisa', 'sampe', 'gm', '🤦🤦', 'best', 'tencent😒😒']","['game', 'rusak', 'player', 'noob', 'bisa', 'sampe', 'gm', 'best', 'tencent']","['rusak', 'noob', 'sampai', 'gm', 'best']","['game', 'rusak', 'player', 'noob', 'bisa', 'sampe', 'gm', 'best', 'tencent']","['game', 'rusak', 'player', 'noob', 'bisa', 'sampai', 'gm', 'best', 'tencent']",negative
Yudha Aja,walau gamenya bikin stress tapi saya suka.disitulah letak asiknya,11.1.1.4,walau gamenya bikin stress tapi saya suka.disitulah letak asiknya,"['walau', 'gamenya', 'bikin', 'stress', 'tapi', 'saya', 'suka.disitulah', 'letak', 'asiknya']","['walau', 'gamenya', 'bikin', 'stress', 'tapi', 'saya', 'sukadisitulah', 'letak', 'asiknya']","['walau', 'stres', 'sukadisitulah', 'letak', 'asiknya']","['walau', 'gamenya', 'bikin', 'stress', 'tapi', 'saya', 'sukadisitulah', 'letak', 'asiknya']","['walau', 'game', 'bikin', 'stres', 'tapi', 'aku', 'sukadisitulah', 'letak', 'asiknya']",neutral
Adedwi Tirani,ini gimana sih ngasih kode tapi kita kirim ke sosial di sensor,11.1.1.4,ini gimana sih ngasih kode tapi kita kirim ke sosial di sensor,"['ini', 'gimana', 'sih', 'ngasih', 'kode', 'tapi', 'kita', 'kirim', 'ke', 'sosial', 'di', 'sensor']","['ini', 'gimana', 'sih', 'ngasih', 'kode', 'tapi', 'kita', 'kirim', 'ke', 'sosial', 'di', 'sensor']","['gimana', 'beri', 'kode', 'kirim', 'sosial', 'sensor']","['ini', 'gimana', 'sih', 'ngasih', 'kode', 'tapi', 'kita', 'kirim', 'ke', 'sosial', 'di', 'sensor']","['ini', 'gimana', 'sih', 'beri', 'kode', 'tapi', 'kita', 'kirim', 'ke', 'sosial', 'di', 'sensor']",neutral
Tian Jago112,game nya tuh kayak anj karna game yg lain itu tidak ngelag tapi game ini ngelag banget loading yang lama banget bikin kesel sama emosi,11.1.1.4,game nya tuh kayak anj karna game yg lain itu tidak ngelag tapi game ini ngelag banget loading yang lama banget bikin kesel sama emosi,"['game', 'nya', 'tuh', 'kayak', 'anj', 'karna', 'game', 'yg', 'lain', 'itu', 'tidak', 'ngelag', 'tapi', 'game', 'ini', 'ngelag', 'banget', 'loading', 'yang', 'lama', 'banget', 'bikin', 'kesel', 'sama', 'emosi']","['game', 'nya', 'tuh', 'kayak', 'anj', 'karna', 'game', 'yg', 'lain', 'itu', 'tidak', 'ngelag', 'tapi', 'game', 'ini', 'ngelag', 'banget', 'loading', 'yang', 'lama', 'banget', 'bikin', 'kesel', 'sama', 'emosi']","['anj', 'lain', 'lag', 'lag', 'banget', 'loading', 'lama', 'banget', 'kesel', 'emosi']","['game', 'nya', 'tuh', 'kayak', 'anj', 'karna', 'game', 'yg', 'lain', 'itu', 'tidak', 'ngelag', 'tapi', 'game', 'ini', 'ngelag', 'banget', 'loading', 'yang', 'lama', 'banget', 'bikin', 'kesel', 'sama', 'emosi']","['game', 'nya', 'tuh', 'seperti', 'anj', 'karena', 'game', 'yang', 'lain', 'itu', 'tidak', 'lag', 'tapi', 'game', 'ini', 'lag', 'banget', 'loading', 'yang', 'lama', 'banget', 'bikin', 'kesel', 'sama', 'emosi']",negative
Kiyan Kino,gemnya haram,,gemnya haram,"['gemnya', 'haram']","['gemnya', 'haram']","['gemnya', 'haram']","['gemnya', 'haram']","['gemnya', 'haram']",negative
Dimas Pradana,sinyal full main tp mesti nge lag,,sinyal full main tp mesti nge lag,"['sinyal', 'full', 'main', 'tp', 'mesti', 'nge', 'lag']","['sinyal', 'full', 'main', 'tp', 'mesti', 'nge', 'lag']","['sinyal', 'full', 'mesti', 'lag']","['sinyal', 'full', 'main', 'tp', 'mesti', 'nge', 'lag']","['sinyal', 'full', 'main', 'tapi', 'mesti', 'nge', 'lag']",negative
Futri Futri,game buruk mending ml,,game buruk mending ml,"['game', 'buruk', 'mending', 'ml']","['game', 'buruk', 'mending', 'ml']","['buruk', 'mending']","['game', 'buruk', 'mending', 'ml']","['game', 'buruk', 'mending', 'ml']",negative
Luthfianah Sofyan,gila cuy keren nih game cuma kalo buat hp kentang ngeleg,,gila cuy keren nih game cuma kalo buat hp kentang ngeleg,"['gila', 'cuy', 'keren', 'nih', 'game', 'cuma', 'kalo', 'buat', 'hp', 'kentang', 'ngeleg']","['gila', 'cuy', 'keren', 'nih', 'game', 'cuma', 'kalo', 'buat', 'hp', 'kentang', 'ngeleg']","['gila', 'cuy', 'keren', 'cuma', 'kentang', 'lag']","['gila', 'cuy', 'keren', 'nih', 'game', 'cuma', 'kalo', 'buat', 'hp', 'kentang', 'ngeleg']","['gila', 'cuy', 'keren', 'nih', 'game', 'cuma', 'kalau', 'buat', 'hp', 'kentang', 'lag']",positive
Lotus,pengen download lagi tapi memori ku gak cukup bikin nge lag,,pengen download lagi tapi memori ku gak cukup bikin nge lag,"['pengen', 'download', 'lagi', 'tapi', 'memori', 'ku', 'gak', 'cukup', 'bikin', 'nge', 'lag']","['pengen', 'download', 'lagi', 'tapi', 'memori', 'ku', 'gak', 'cukup', 'bikin', 'nge', 'lag']","['ken', 'memori', 'cukup', 'lag']","['ken', 'download', 'lagi', 'tapi', 'memori', 'ku', 'gak', 'cukup', 'bikin', 'nge', 'lag']","['ken', 'download', 'lagi', 'tapi', 'memori', 'ku', 'tidak', 'cukup', 'bikin', 'nge', 'lag']",negative
Rahmat Ramadan,game seru gak kaya ml gamenya burik pay to win mending game ini daripada game buatan moonton mobile legends game burik jangan di donload ml guys,,game seru gak kaya ml gamenya burik pay to win mending game ini daripada game buatan moonton mobile legends game burik jangan di donload ml guys,"['game', 'seru', 'gak', 'kaya', 'ml', 'gamenya', 'burik', 'pay', 'to', 'win', 'mending', 'game', 'ini', 'daripada', 'game', 'buatan', 'moonton', 'mobile', 'legends', 'game', 'burik', 'jangan', 'di', 'donload', 'ml', 'guys']","['game', 'seru', 'gak', 'kaya', 'ml', 'gamenya', 'burik', 'pay', 'to', 'win', 'mending', 'game', 'ini', 'daripada', 'game', 'buatan', 'moonton', 'mobile', 'legends', 'game', 'burik', 'jangan', 'di', 'donload', 'ml', 'guys']","['seru', 'buruk', 'pay', 'win', 'mending', 'legends', 'buruk', 'jangan', 'donload', 'guys']","['game', 'seru', 'gak', 'kaya', 'ml', 'gamenya', 'burik', 'pay', 'to', 'win', 'mending', 'game', 'ini', 'daripada', 'game', 'buat', 'moonton', 'mobile', 'legends', 'game', 'burik', 'jangan', 'di', 'donload', 'ml', 'guys']","['game', 'seru', 'tidak', 'seperti', 'ml', 'game', 'buruk', 'pay', 'to', 'win', 'mending', 'game', 'ini', 'daripada', 'game', 'buat', 'moonton', 'mobile', 'legends', 'game', 'buruk', 'jangan', 'di', 'donload', 'ml', 'guys']",negative
Irgy Igoy,hahaha Game Copyan ml ge Deuh sgala di pjang di iklan wkwkw,,hahaha game copyan ml ge deuh sgala di pjang di iklan wkwkw,"['hahaha', 'game', 'copyan', 'ml', 'ge', 'deuh', 'sgala', 'di', 'pjang', 'di', 'iklan', 'wkwkw']","['hahaha', 'game', 'copyan', 'ml', 'ge', 'deuh', 'sgala', 'di', 'pjang', 'di', 'iklan', 'wkwkw']","['hahaha', 'copyan', 'ge', 'deuh', 'sgala', 'pjang', 'iklan', 'wkwkw']","['hahaha', 'game', 'copyan', 'ml', 'ge', 'deuh', 'sgala', 'di', 'pjang', 'di', 'iklan', 'wkwkw']","['hahaha', 'game', 'copyan', 'ml', 'ge', 'deuh', 'sgala', 'di', 'pjang', 'di', 'iklan', 'wkwkw']",neutral
NAO SAGALA,enggak suka sistem bintang nya buat apa proteksi kalau cuman 30 poin? sama aja tetep turun bintang nya kalau mau aman minimal harus S lebih suka sistem bintang yang lama,11.1.1.4,enggak suka sistem bintang nya buat apa proteksi kalau cuman 30 poin? sama aja tetep turun bintang nya kalau mau aman minimal harus s lebih suka sistem bintang yang lama,"['enggak', 'suka', 'sistem', 'bintang', 'nya', 'buat', 'apa', 'proteksi', 'kalau', 'cuman', '30', 'poin', '?', 'sama', 'aja', 'tetep', 'turun', 'bintang', 'nya', 'kalau', 'mau', 'aman', 'minimal', 'harus', 's', 'lebih', 'suka', 'sistem', 'bintang', 'yang', 'lama']","['enggak', 'suka', 'sistem', 'bintang', 'nya', 'buat', 'apa', 'proteksi', 'kalau', 'cuman', 'poin', 'sama', 'aja', 'tetep', 'turun', 'bintang', 'nya', 'kalau', 'mau', 'aman', 'minimal', 'harus', 's', 'lebih', 'suka', 'sistem', 'bintang', 'yang', 'lama']","['enggak', 'suka', 'bintang', 'proteksi', 'poin', 'tetap', 'turun', 'bintang', 'aman', 'minimal', 'lebih', 'suka', 'bintang', 'lama']","['enggak', 'suka', 'sistem', 'bintang', 'nya', 'buat', 'apa', 'proteksi', 'kalau', 'cuman', 'poin', 'sama', 'aja', 'tetep', 'turun', 'bintang', 'nya', 'kalau', 'mau', 'aman', 'minimal', 'harus', 's', 'lebih', 'suka', 'sistem', 'bintang', 'yang', 'lama']","['enggak', 'suka', 'sistem', 'bintang', 'nya', 'buat', 'apa', 'proteksi', 'kalau', 'hanya', 'poin', 'sama', 'aja', 'tetap', 'turun', 'bintang', 'nya', 'kalau', 'mau', 'aman', 'minimal', 'harus', 's', 'lebih', 'suka', 'sistem', 'bintang', 'yang', 'lama']",negative
Renzy Laurenza,game ini sangat enak,11.1.1.4,game ini sangat enak,"['game', 'ini', 'sangat', 'enak']","['game', 'ini', 'sangat', 'enak']",['enak'],"['game', 'ini', 'sangat', 'enak']","['game', 'ini', 'sangat', 'enak']",positive
Amay ML,aku kasih 4 dlu game sama Kya ML GK yang sering kluar sndri ML game parah udah buruk,,aku kasih 4 dlu game sama kya ml gk yang sering kluar sndri ml game parah udah buruk,"['aku', 'kasih', '4', 'dlu', 'game', 'sama', 'kya', 'ml', 'gk', 'yang', 'sering', 'kluar', 'sndri', 'ml', 'game', 'parah', 'udah', 'buruk']","['aku', 'kasih', 'dlu', 'game', 'sama', 'kya', 'ml', 'gk', 'yang', 'sering', 'kluar', 'sndri', 'ml', 'game', 'parah', 'udah', 'buruk']","['dlu', 'kya', 'kluar', 'sndri', 'parah', 'buruk']","['aku', 'kasih', 'dlu', 'game', 'sama', 'kya', 'ml', 'gk', 'yang', 'sering', 'kluar', 'sndri', 'ml', 'game', 'parah', 'udah', 'buruk']","['aku', 'kasih', 'dlu', 'game', 'sama', 'kya', 'ml', 'tidak', 'yang', 'sering', 'kluar', 'sndri', 'ml', 'game', 'parah', 'udah', 'buruk']",negative
Sigit Pambudi,buat event kali ini cukup sulit apalagi buat jatuhin kartu penarikan sampai kelar event gak pernah dapet sama sekali mohon untuk kedepan nya dipermudah trimaksih,11.1.1.4,buat event kali ini cukup sulit apalagi buat jatuhin kartu penarikan sampai kelar event gak pernah dapet sama sekali mohon untuk kedepan nya dipermudah trimaksih,"['buat', 'event', 'kali', 'ini', 'cukup', 'sulit', 'apalagi', 'buat', 'jatuhin', 'kartu', 'penarikan', 'sampai', 'kelar', 'event', 'gak', 'pernah', 'dapet', 'sama', 'sekali', 'mohon', 'untuk', 'kedepan', 'nya', 'dipermudah', 'trimaksih']","['buat', 'event', 'kali', 'ini', 'cukup', 'sulit', 'apalagi', 'buat', 'jatuhin', 'kartu', 'penarikan', 'sampai', 'kelar', 'event', 'gak', 'pernah', 'dapet', 'sama', 'sekali', 'mohon', 'untuk', 'kedepan', 'nya', 'dipermudah', 'trimaksih']","['event', 'cukup', 'sulit', 'jatuhin', 'kartu', 'tari', 'sampai', 'kelar', 'event', 'pernah', 'mohon', 'mudah', 'trimaksih']","['buat', 'event', 'kali', 'ini', 'cukup', 'sulit', 'apalagi', 'buat', 'jatuhin', 'kartu', 'tari', 'sampai', 'kelar', 'event', 'gak', 'pernah', 'dapet', 'sama', 'sekali', 'mohon', 'untuk', 'depan', 'nya', 'mudah', 'trimaksih']","['buat', 'event', 'kali', 'ini', 'cukup', 'sulit', 'apalagi', 'buat', 'jatuhin', 'kartu', 'tari', 'sampai', 'kelar', 'event', 'tidak', 'pernah', 'dapet', 'sama', 'sekali', 'mohon', 'untuk', 'depan', 'nya', 'mudah', 'trimaksih']",neutral
Nyemas Nova,aku suka sekali game ini skill nya mantap mantapnya bahkan aku udah MVP,11.1.1.4,aku suka sekali game ini skill nya mantap mantapnya bahkan aku udah mvp,"['aku', 'suka', 'sekali', 'game', 'ini', 'skill', 'nya', 'mantap', 'mantapnya', 'bahkan', 'aku', 'udah', 'mvp']","['aku', 'suka', 'sekali', 'game', 'ini', 'skill', 'nya', 'mantap', 'mantapnya', 'bahkan', 'aku', 'udah', 'mvp']","['suka', 'skill', 'mantap', 'mantap', 'bahkan', 'mvp']","['aku', 'suka', 'sekali', 'game', 'ini', 'skill', 'nya', 'mantap', 'mantap', 'bahkan', 'aku', 'udah', 'mvp']","['aku', 'suka', 'sekali', 'game', 'ini', 'skill', 'nya', 'mantap', 'mantap', 'bahkan', 'aku', 'udah', 'mvp']",positive
fathur rahman,nice,11.1.1.4,nice,['nice'],['nice'],['nice'],['nice'],['nice'],positive
Lia marya,update dong happy mod nya supaya bisa main honor of king di happy mod,,update dong happy mod nya supaya bisa main honor of king di happy mod,"['update', 'dong', 'happy', 'mod', 'nya', 'supaya', 'bisa', 'main', 'honor', 'of', 'king', 'di', 'happy', 'mod']","['update', 'dong', 'happy', 'mod', 'nya', 'supaya', 'bisa', 'main', 'honor', 'of', 'king', 'di', 'happy', 'mod']","['update', 'happy', 'mod', 'king', 'happy', 'mod']","['update', 'dong', 'happy', 'mod', 'nya', 'supaya', 'bisa', 'main', 'honor', 'of', 'king', 'di', 'happy', 'mod']","['update', 'dong', 'happy', 'mod', 'nya', 'supaya', 'bisa', 'main', 'honor', 'of', 'king', 'di', 'happy', 'mod']",positive
Virginia Siaman,1000/ 10,11.1.1.4,1000/ 10,"['1000/', '10']",[],[],[],[],neutral
98_06_i Wayan Ruta Tenaya,grafik tolong di tingkat kan lagi,11.1.1.4,grafik tolong di tingkat kan lagi,"['grafik', 'tolong', 'di', 'tingkat', 'kan', 'lagi']","['grafik', 'tolong', 'di', 'tingkat', 'kan', 'lagi']","['grafik', 'tolong', 'tingkat']","['grafik', 'tolong', 'di', 'tingkat', 'kan', 'lagi']","['grafik', 'tolong', 'di', 'tingkat', 'kan', 'lagi']",neutral
ADKAN FAIS FAWWA,sangat seru,11.1.1.4,sangat seru,"['sangat', 'seru']","['sangat', 'seru']",['seru'],"['sangat', 'seru']","['sangat', 'seru']",positive
Izuku midoriya,tolong data penyimpanan nya rendahin,11.1.1.4,tolong data penyimpanan nya rendahin,"['tolong', 'data', 'penyimpanan', 'nya', 'rendahin']","['tolong', 'data', 'penyimpanan', 'nya', 'rendahin']","['tolong', 'rendahin']","['tolong', 'data', 'simpan', 'nya', 'rendahin']","['tolong', 'data', 'simpan', 'nya', 'rendahin']",neutral
ridho hatorkisan,aku benci update seaon ini. aku sangat sering stuck di loding screen. dan tidak bisa masuk lagi ke dalam game. sampai harus aku reinstall game ini. benar2 merugikan,11.1.1.1,aku benci update seaon ini. aku sangat sering stuck di loding screen. dan tidak bisa masuk lagi ke dalam game. sampai harus aku reinstall game ini. benar2 merugikan,"['aku', 'benci', 'update', 'seaon', 'ini', '.', 'aku', 'sangat', 'sering', 'stuck', 'di', 'loding', 'screen', '.', 'dan', 'tidak', 'bisa', 'masuk', 'lagi', 'ke', 'dalam', 'game', '.', 'sampai', 'harus', 'aku', 'reinstall', 'game', 'ini', '.', 'benar2', 'merugikan']","['aku', 'benci', 'update', 'seaon', 'ini', 'aku', 'sangat', 'sering', 'stuck', 'di', 'loding', 'screen', 'dan', 'tidak', 'bisa', 'masuk', 'lagi', 'ke', 'dalam', 'game', 'sampai', 'harus', 'aku', 'reinstall', 'game', 'ini', 'benar', 'merugikan']","['benci', 'update', 'seaon', 'stuck', 'loding', 'screen', 'masuk', 'dalam', 'sampai', 'reinstall', 'benar', 'rugi']","['aku', 'benci', 'update', 'seaon', 'ini', 'aku', 'sangat', 'sering', 'stuck', 'di', 'loding', 'screen', 'dan', 'tidak', 'bisa', 'masuk', 'lagi', 'ke', 'dalam', 'game', 'sampai', 'harus', 'aku', 'reinstall', 'game', 'ini', 'benar', 'rugi']","['aku', 'benci', 'update', 'seaon', 'ini', 'aku', 'sangat', 'sering', 'stuck', 'di', 'loding', 'screen', 'dan', 'tidak', 'bisa', 'masuk', 'lagi', 'ke', 'dalam', 'game', 'sampai', 'harus', 'aku', 'reinstall', 'game', 'ini', 'benar', 'rugi']",negative
dart evol,Sistem tololll. Dapat B malah mvp.konyol,,sistem tololll. dapat b malah mvp.konyol,"['sistem', 'tololll', '.', 'dapat', 'b', 'malah', 'mvp.konyol']","['sistem', 'tolol', 'dapat', 'b', 'malah', 'mvpkonyol']","['tolol', 'b', 'mvpkonyol']","['sistem', 'tolol', 'dapat', 'b', 'malah', 'mvpkonyol']","['sistem', 'tolol', 'dapat', 'b', 'malah', 'mvpkonyol']",negative
Rizky Wibowo,Perbaiki jaringan dan match making. Jangan cuma skin dan gacha melulu. Itu pun kalau memang peduli dengan player dan mau player tetap stay.,11.1.1.1,perbaiki jaringan dan match making. jangan cuma skin dan gacha melulu. itu pun kalau memang peduli dengan player dan mau player tetap stay.,"['perbaiki', 'jaringan', 'dan', 'match', 'making', '.', 'jangan', 'cuma', 'skin', 'dan', 'gacha', 'melulu', '.', 'itu', 'pun', 'kalau', 'memang', 'peduli', 'dengan', 'player', 'dan', 'mau', 'player', 'tetap', 'stay', '.']","['perbaiki', 'jaringan', 'dan', 'match', 'making', 'jangan', 'cuma', 'skin', 'dan', 'gacha', 'melulu', 'itu', 'pun', 'kalau', 'memang', 'peduli', 'dengan', 'player', 'dan', 'mau', 'player', 'tetap', 'stay']","['baik', 'jangan', 'cuma', 'skin', 'gacha', 'melulu', 'peduli', 'tetap', 'stay']","['baik', 'jaring', 'dan', 'match', 'making', 'jangan', 'cuma', 'skin', 'dan', 'gacha', 'melulu', 'itu', 'pun', 'kalau', 'memang', 'peduli', 'dengan', 'player', 'dan', 'mau', 'player', 'tetap', 'stay']","['baik', 'jaring', 'dan', 'match', 'making', 'jangan', 'cuma', 'skin', 'dan', 'gacha', 'melulu', 'itu', 'pun', 'kalau', 'memang', 'peduli', 'dengan', 'player', 'dan', 'mau', 'player', 'tetap', 'stay']",positive
muhammad farel,"tolong fix bagian fps, saya pake dimensity 8300 ultra biasa pake fps maks kenapa jadi lock 60 fps saja ???",11.1.1.4,"tolong fix bagian fps, saya pake dimensity 8300 ultra biasa pake fps maks kenapa jadi lock 60 fps saja ???","['tolong', 'fix', 'bagian', 'fps', ',', 'saya', 'pake', 'dimensity', '8300', 'ultra', 'biasa', 'pake', 'fps', 'maks', 'kenapa', 'jadi', 'lock', '60', 'fps', 'saja', '?', '?', '?']","['tolong', 'fix', 'bagian', 'fps', 'saya', 'pake', 'dimensity', 'ultra', 'biasa', 'pake', 'fps', 'maks', 'kenapa', 'jadi', 'lock', 'fps', 'saja']","['tolong', 'fix', 'bagi', 'fps', 'dimensity', 'ultra', 'biasa', 'fps', 'maks', 'kenapa', 'lock', 'fps']","['tolong', 'fix', 'bagi', 'fps', 'saya', 'pake', 'dimensity', 'ultra', 'biasa', 'pake', 'fps', 'maks', 'kenapa', 'jadi', 'lock', 'fps', 'saja']","['tolong', 'fix', 'bagi', 'fps', 'aku', 'pakai', 'dimensity', 'ultra', 'biasa', 'pakai', 'fps', 'maks', 'kenapa', 'jadi', 'lock', 'fps', 'saja']",neutral
Vina Wulandari,"game nya banyak bug,udah itu aja",,"game nya banyak bug,udah itu aja","['game', 'nya', 'banyak', 'bug', ',', 'udah', 'itu', 'aja']","['game', 'nya', 'banyak', 'bug', 'udah', 'itu', 'aja']","['banyak', 'bug']","['game', 'nya', 'banyak', 'bug', 'udah', 'itu', 'aja']","['game', 'nya', 'banyak', 'bug', 'udah', 'itu', 'aja']",negative
